title,runtime,genre,averageRating,budget,revenue
Old Dogs,88,"Comedy,Family",5.3,35000000.0,95104304.0
Malcolm X,91,"Biography,Documentary",7.5,35000000.0,48169910.0
Poltergeist,114,"Horror,Thriller",7.3,35000000.0,95691732.0
Goosebumps 2: Haunted Halloween,90,"Adventure,Comedy,Fantasy",5.6,35000000.0,93006429.0
12 Strong,130,"Action,Drama,History",6.5,35000000.0,71118378.0
Underworld 3: Rise of the Lycans,,,,35000000.0,92141886.0
Must Love Dogs,98,"Comedy,Romance",5.9,35000000.0,58405313.0
License to Wed,91,"Comedy,Romance",5.3,35000000.0,70187088.0
Donnie Brasco,127,"Biography,Crime,Drama",7.7,35000000.0,65303052.0
Max Payne,100,"Action,Crime,Drama",5.3,35000000.0,87775050.0
Resident Evil,100,"Action,Horror,Sci-Fi",6.6,35000000.0,103787401.0
The Ladykillers,91,"Comedy,Crime",7.6,35000000.0,77392139.0
Something Borrowed,112,"Comedy,Drama,Romance",5.8,35000000.0,65084116.0
The Nativity Story,101,"Adventure,Drama,Family",6.8,35000000.0,46309644.0
In Time,109,"Action,Sci-Fi,Thriller",6.7,35000000.0,165103952.0
The Back-up Plan,104,"Comedy,Romance",5.3,35000000.0,75281179.0
J. Edgar,137,"Biography,Drama,Romance",6.5,35000000.0,84606030.0
Bounce,106,"Drama,Romance",5.8,35000000.0,53425292.0
Mile 22,94,"Action,Thriller",6.1,35000000.0,66295121.0
Hot Pursuit,93,Comedy,5.7,35000000.0,50732472.0
Concussion,96,Drama,5.6,35000000.0,50363790.0
The Foreigner,92,"Drama,Thriller",5.0,35000000.0,145374099.0
Closer,104,"Drama,Romance",7.2,35000000.0,116148537.0
Street Fighter,102,"Action,Adventure,Comedy",4.1,35000000.0,99423000.0
Black Knight,95,"Adventure,Comedy,Fantasy",4.9,35000000.0,33422806.0
The Bad News Bears,102,"Comedy,Drama,Family",7.3,35000000.0,33500620.0
The Pianist,112,Romance,4.8,35000000.0,111874038.0
House of Wax,88,Horror,7.0,35000000.0,70064800.0
From Hell,122,"Horror,Mystery,Thriller",6.7,35000000.0,68712365.0
Adrift,108,Drama,6.9,35000000.0,57897191.0
Mirrors,88,"Horror,Thriller",4.4,35000000.0,77220596.0
Underworld: Blood Wars,91,"Action,Fantasy,Thriller",5.8,35000000.0,81209222.0
Queen of the Damned,101,"Drama,Fantasy,Horror",5.3,35000000.0,30307804.0
Nanny McPhee and the Big Bang,,,,35000000.0,97799865.0
Untraceable,101,"Crime,Mystery,Thriller",6.2,35000000.0,52649951.0
Predator 2,108,"Action,Horror,Sci-Fi",6.3,35000000.0,54768418.0
Abduction,95,"Crime,Drama,Thriller",4.9,35000000.0,86648359.0
Flash Gordon,245,"Action,Adventure,Family",7.0,35000000.0,27176825.0
Superhero Movie,75,"Action,Comedy,Sci-Fi",4.7,35000000.0,73026302.0
Blast from the Past,112,"Comedy,Drama,Romance",6.7,35000000.0,26613620.0
Alex Cross,101,"Action,Crime,Mystery",5.2,35000000.0,35426759.0
Jersey Girl,95,"Comedy,Drama,Romance",6.1,35000000.0,37066129.0
Midnight in the Garden of Good and Evil,155,"Crime,Drama,Mystery",6.6,35000000.0,25078937.0
Bridget Jones’s Baby,,,,35000000.0,207298383.0
Heist,95,"Crime,Thriller",3.1,35000000.0,28906817.0
Hoffa,140,"Biography,Crime,Drama",6.6,35000000.0,28391473.0
Whiskey Tango Foxtrot,112,"Biography,Comedy,Drama",6.6,35000000.0,25350747.0
Ella Enchanted,96,"Comedy,Family,Fantasy",6.3,35000000.0,24200318.0
Hitman: Agent 47,96,"Action,Adventure,Crime",5.7,35000000.0,82182803.0
Phantom Thread,130,"Drama,Romance",7.4,35000000.0,47505098.0
The X-Files: I Want to Believe,,,,35000000.0,68170792.0
Premium Rush,91,"Action,Thriller",6.5,35000000.0,31393201.0
Broken City,109,"Action,Crime,Drama",6.1,35000000.0,37114977.0
Valiant,76,"Adventure,Animation,Comedy",5.5,35000000.0,64188387.0
Wonder Boys,107,"Comedy,Drama",7.2,35000000.0,33422485.0
Cursed,85,Horror,3.6,35000000.0,25114901.0
Walk Hard: The Dewey Cox Story,96,"Comedy,Music",6.8,35000000.0,20606053.0
The Four Feathers,115,"Adventure,Drama,Romance",3.6,35000000.0,29882645.0
Furry Vengeance,92,"Comedy,Family",3.9,35000000.0,39340177.0
Parker,118,"Action,Crime,Thriller",6.2,35000000.0,48543388.0
Wimbledon,98,"Comedy,Romance,Sport",6.3,35000000.0,41666476.0
Bait,73,"Crime,Drama",4.7,35000000.0,15471969.0
Dungeons and Dragons,,,,35000000.0,33771965.0
Lions for Lambs,92,"Crime,Drama,Mystery",6.2,35000000.0,63211088.0
Flight of the Intruder,115,"Action,Drama,Thriller",5.8,35000000.0,14471440.0
The Tree of Life,80,\N,5.0,35000000.0,61721826.0
American Outlaws,94,"Action,Western",5.9,35000000.0,13601109.0
Playing for Keeps,102,Comedy,4.4,35000000.0,27805632.0
Zoom,101,"Comedy,Crime,Drama",6.5,35000000.0,12506188.0
The Shipping News,111,Drama,6.7,35000000.0,24405825.0
The Young Victoria,105,"Biography,Drama,History",7.2,35000000.0,31878891.0
Sabotage,76,"Crime,Thriller",7.0,35000000.0,18376443.0
Knock Off,91,"Action,Crime,Thriller",4.9,35000000.0,10319915.0
Whiteout,129,"Action,Thriller",5.6,35000000.0,12254746.0
Unfinished Business,96,"Comedy,Musical,Romance",6.4,35000000.0,13214051.0
The Walk,100,"Comedy,Drama",5.6,35000000.0,61492104.0
The Fountain,83,"Drama,Romance",6.1,35000000.0,15461638.0
Mandela: Long Walk to Freedom,141,"Biography,Drama,History",7.1,35000000.0,29890402.0
Beau is Afraid,,,,35000000.0,11174650.0
Punisher: War Zone,103,"Action,Crime,Drama",5.9,35000000.0,10157534.0
The Order,89,"Action,Adventure,Comedy",4.6,35000000.0,11559747.0
A Good Year,117,"Comedy,Drama,Romance",6.9,35000000.0,42064105.0
The Brothers Grimsby,83,"Action,Adventure,Comedy",6.2,35000000.0,28720470.0
The Snowman,\N,Documentary,6.9,35000000.0,43164679.0
Femme Fatale,94,"Drama,Mystery",4.6,35000000.0,16830252.0
Warriors of Virtue,101,"Action,Adventure,Fantasy",4.7,35000000.0,6448817.0
Luther,110,"Biography,Drama",6.5,35000000.0,32717063.0
Biutiful,148,"Drama,Romance",7.4,35000000.0,24687524.0
Radio Flyer,114,Drama,6.9,35000000.0,4651977.0
Bound by Honor,,,,35000000.0,4496583.0
A Hologram for the King,98,"Comedy,Drama,Romance",6.1,35000000.0,11846010.0
Smilla's Sense of Snow,121,"Crime,Drama,Mystery",6.3,35000000.0,2221994.0
Lion of the Desert,173,"Biography,Drama,History",8.2,35000000.0,1502136.0
Le hussard sur le toit,,,,35000000.0,1320043.0
Ride With the Devil,,,,35000000.0,630779.0
Stolen,84,Documentary,6.2,35000000.0,17967746.0
Trespass,101,"Action,Thriller",6.3,35000000.0,786532.0
Bandidas,93,"Action,Comedy,Crime",5.7,35000000.0,19282590.0
The Power of the Dog,126,"Drama,Western",6.8,35000000.0,732269.0
The Trial of the Chicago 7,129,"Drama,History,Thriller",7.7,35000000.0,116473.0
Guillermo Del Toro’s Pinocchio,,,,35000000.0,86906.0
The Lovers,87,Comedy,7.5,35000000.0,53899.0
The Darkest Hour,50,Drama,6.1,34800000.0,64626786.0
Baby Driver,113,"Action,Crime,Drama",7.5,34000000.0,226977991.0
The Maze Runner,113,"Action,Mystery,Sci-Fi",6.8,34000000.0,348319861.0
The Longest Ride,123,"Comedy,Drama,Romance",7.0,34000000.0,63802928.0
The Age of Innocence,70,Drama,6.7,34000000.0,32021688.0
Ponyo (崖の上のポニョ),,,,34000000.0,205162666.0
The Darkest Minds,104,"Action,Adventure,Drama",5.7,34000000.0,38361428.0
Chill Factor,95,Action,5.3,34000000.0,11263966.0
The Astronaut's Wife,109,"Drama,Sci-Fi,Thriller",5.4,34000000.0,10672566.0
I Dreamed of Africa,114,"Adventure,Biography,Drama",5.5,34000000.0,14291999.0
Thunder and the House of Magic,85,"Adventure,Animation,Comedy",6.2,34000000.0,62582520.0
Greenland,119,"Action,Thriller",6.4,34000000.0,40629075.0
Reds,195,"Biography,Drama,History",7.3,33500000.0,50000130.0
A Few Good Men,138,"Drama,Thriller",7.7,33000000.0,236500000.0
Big Momma's House,99,"Action,Comedy,Crime",5.2,33000000.0,173559438.0
Exit Wounds,101,"Action,Crime,Thriller",5.6,33000000.0,79958599.0
Mike and Dave Need Wedding Dates,98,"Comedy,Romance",6.0,33000000.0,75898100.0
Step Up Revolution,99,"Drama,Music,Romance",6.4,33000000.0,165552290.0
Snakes on a Plane,105,"Action,Adventure,Crime",5.5,33000000.0,62020814.0
The Punisher,89,"Action,Crime,Thriller",5.6,33000000.0,54533774.0
The Watcher,\N,\N,8.1,33000000.0,47267829.0
21 Bridges,99,"Action,Adventure,Crime",6.6,33000000.0,42657631.0
Unhinged,79,Horror,4.9,33000000.0,37339104.0
Safe,119,Drama,7.1,33000000.0,41495213.0
Doomsday,60,"Drama,Romance",6.2,33000000.0,21621188.0
Pushing Tin,124,"Comedy,Drama,Romance",6.0,33000000.0,8408835.0
Goal! The Dream Begins,118,"Drama,Romance,Sport",6.7,33000000.0,27610873.0
The Young and Prodigious T.S. Spivet,105,"Adventure,Comedy,Drama",7.0,33000000.0,357687.0
Freaks of Nature,92,"Comedy,Horror,Sci-Fi",5.9,33000000.0,70958.0
Star Wars Ep. VI: Return of the Jedi,,,,32500000.0,482365284.0
Bridesmaids,\N,"Comedy,Drama",6.6,32500000.0,289632023.0
The Reader,98,"Comedy,Drama",7.0,32500000.0,112964875.0
The Big Wedding,89,"Comedy,Drama,Romance",5.6,32500000.0,48425971.0
Wanderlust,90,Drama,5.2,32500000.0,24159934.0
Elf,97,"Adventure,Comedy,Family",7.1,32000000.0,227909435.0
Phenomenon,123,"Drama,Fantasy,Romance",6.4,32000000.0,152036382.0
This is the End,,,,32000000.0,126539117.0
Snow Dogs,99,"Adventure,Comedy,Family",5.2,32000000.0,116898028.0
Nacho Libre,92,"Comedy,Family,Sport",5.9,32000000.0,99296462.0
Scrooged,101,"Comedy,Drama,Fantasy",6.9,32000000.0,59450796.0
Takers,107,"Action,Crime,Drama",6.2,32000000.0,70587268.0
Source Code,93,"Action,Drama,Mystery",7.5,32000000.0,140428499.0
Stigmata,103,"Horror,Mystery",6.2,32000000.0,89441732.0
Men of Honor,129,"Biography,Drama",7.2,32000000.0,82339483.0
I Feel Pretty,110,"Comedy,Romance",5.7,32000000.0,91444095.0
The Transporter 2,,,,32000000.0,88978458.0
"Big Mommas: Like Father, Like Son",107,"Action,Comedy,Crime",4.5,32000000.0,82332450.0
Alive,128,"Biography,Drama,Thriller",7.1,32000000.0,36299670.0
The Number 23,98,"Crime,Mystery,Thriller",6.4,32000000.0,77593167.0
1941,118,"Action,Comedy,War",5.8,32000000.0,94875000.0
Dreamer: Inspired by a True Story,,,,32000000.0,39498360.0
Bombshell,96,"Comedy,Drama,Mystery",7.1,32000000.0,61404394.0
A History of Violence,96,"Action,Crime,Drama",7.4,32000000.0,61477797.0
The Incredible Burt Wonderstone,100,Comedy,5.9,32000000.0,27392609.0
The Quick and the Dead,92,"Action,Drama,War",5.7,32000000.0,18552460.0
Laws of Attraction,90,"Comedy,Romance",5.9,32000000.0,29939591.0
Bad Times at the El Royale,141,"Crime,Drama,Mystery",7.1,32000000.0,31178942.0
Going the Distance,90,"Documentary,Sport",7.1,32000000.0,43603990.0
Bringing Out The Dead,,,,32000000.0,16640210.0
Repo Men,111,"Action,Sci-Fi,Thriller",6.3,32000000.0,18195238.0
Dragon Wars: D-War,107,"Action,Drama,Fantasy",3.5,32000000.0,79915361.0
Big George Foreman: The Miraculous Story of the…,,,,32000000.0,5703197.0
Bogus,110,"Comedy,Family,Fantasy",5.4,32000000.0,4357406.0
Cats Don't Dance,75,"Animation,Comedy,Family",6.9,32000000.0,3588602.0
Cradle Will Rock,132,Drama,6.8,32000000.0,2899970.0
The Good German,105,"Drama,Mystery,Romance",6.0,32000000.0,6678033.0
Apocalypse Now,147,"Drama,Mystery,War",8.4,31500000.0,85958336.0
Criminal,87,"Crime,Drama",5.4,31500000.0,38771262.0
La ch'tite famille,,,,31400000.0,55613061.0
42,128,"Biography,Drama,Sport",7.5,31000000.0,97470701.0
Flight,110,"Action,Adventure,Romance",6.0,31000000.0,160558438.0
Mr. Holland’s Opus,,,,31000000.0,106282604.0
Moonraker,126,"Action,Adventure,Sci-Fi",6.2,31000000.0,210300000.0
The Grand Budapest Hotel,99,"Adventure,Comedy,Crime",8.1,31000000.0,163037661.0
Vacation,101,Drama,5.4,31000000.0,102306500.0
Arachnophobia,109,"Comedy,Horror,Thriller",6.5,31000000.0,53208180.0
Isn’t it Romantic,,,,31000000.0,48791187.0
Frequency,118,"Crime,Drama,Mystery",7.4,31000000.0,68079671.0
Hearts in Atlantis,101,"Drama,Mystery",6.9,31000000.0,30885781.0
Extraordinary Measures,106,Drama,6.4,31000000.0,15826984.0
Birth of the Dragon,95,"Action,Biography,Drama",5.7,31000000.0,7220490.0
Get Shorty,105,"Comedy,Crime,Thriller",6.9,30250000.0,115021008.0
Toy Story,81,"Adventure,Animation,Comedy",8.3,30000000.0,365270951.0
Crazy Rich Asians,120,"Comedy,Drama,Romance",6.9,30000000.0,237814149.0
Chicago,105,"Comedy,Crime,Drama",7.3,30000000.0,306770545.0
Big Daddy,68,"Adventure,Crime,Drama",5.9,30000000.0,228641283.0
La La Land,128,"Comedy,Drama,Music",8.0,30000000.0,509181499.0
American Pie 2,108,Comedy,6.4,30000000.0,286500000.0
The Vow,98,Drama,5.0,30000000.0,197618160.0
Speed,70,"Action,Drama,Romance",5.7,30000000.0,283200000.0
The Hunt for Red October,135,"Action,Adventure,Thriller",7.5,30000000.0,200500000.0
Lee Daniels' The Butler,,,,30000000.0,177025498.0
Remember the Titans,113,"Biography,Comedy,Drama",7.8,30000000.0,136771683.0
District 9,112,"Action,Sci-Fi,Thriller",7.9,30000000.0,212453431.0
Dodgeball: A True Underdog Story,92,"Comedy,Sport",6.7,30000000.0,167791704.0
The Addams Family,99,"Comedy,Fantasy",6.9,30000000.0,191502243.0
Ace Ventura: When Nature Calls,90,"Adventure,Comedy,Crime",6.4,30000000.0,212400000.0
The Princess Diaries,115,"Comedy,Family,Romance",6.4,30000000.0,165334774.0
Analyze This,103,"Comedy,Crime",6.7,30000000.0,176885658.0
The First Wives Club,103,Comedy,6.4,30000000.0,181489203.0
Million Dollar Baby,65,"Comedy,Drama,Music",6.9,30000000.0,231928227.0
Se7en,127,"Crime,Drama,Mystery",8.6,30000000.0,328125643.0
Mystic River,138,"Crime,Drama,Mystery",7.9,30000000.0,156822020.0
Sisters,93,"Horror,Mystery,Thriller",6.9,30000000.0,106030660.0
Pokemon: The First Movie,,,,30000000.0,163644662.0
SpongeBob SquarePants: The Movie,,,,30000000.0,142051255.0
The Notebook,123,"Drama,Romance",7.8,30000000.0,115642436.0
Hannah Montana: The Movie,102,"Comedy,Drama,Family",4.7,30000000.0,169173206.0
27 Dresses,111,"Comedy,Romance",6.1,30000000.0,160247805.0
Rugrats in Paris,78,"Adventure,Animation,Comedy",6.2,30000000.0,103284813.0
The Hitman’s Bodyguard,,,,30000000.0,183415183.0
The Prince of Tides,132,"Drama,Romance",6.8,30000000.0,74787599.0
Four Brothers,109,"Action,Crime,Drama",6.8,30000000.0,92494381.0
Legends of the Fall,133,"Drama,Romance,War",7.5,30000000.0,160502573.0
Looper,119,"Action,Drama,Sci-Fi",7.4,30000000.0,170466405.0
Warm Bodies,98,"Comedy,Horror,Romance",6.8,30000000.0,114834312.0
The Exorcist: Believer,111,Horror,4.8,30000000.0,136998069.0
PAW Patrol: The Mighty Movie,88,"Action,Adventure,Animation",5.9,30000000.0,201775469.0
About Schmidt,125,Drama,7.2,30000000.0,107054484.0
The Nut Job,85,"Adventure,Animation,Comedy",5.7,30000000.0,122529966.0
Down to Earth,71,"Comedy,Romance",6.2,30000000.0,71172251.0
Babe,80,"Adult,Romance",6.1,30000000.0,246100000.0
Hope Springs,92,"Comedy,Romance",5.4,30000000.0,133085295.0
Forgetting Sarah Marshall,111,"Comedy,Drama,Romance",7.1,30000000.0,105475310.0
Friday Night Lights,118,"Action,Drama,Sport",7.2,30000000.0,61950770.0
Harlem Nights,116,"Comedy,Crime,Drama",6.1,30000000.0,95857262.0
Baby Mama,99,"Comedy,Romance",6.0,30000000.0,64170447.0
Hope Floats,114,"Drama,Romance",6.0,30000000.0,81529000.0
Bride Wars,89,"Comedy,Romance",5.5,30000000.0,115150424.0
Without a Paddle,95,"Adventure,Comedy,Mystery",5.8,30000000.0,65121280.0
Midnight in Paris,90,"Crime,Drama,Mystery",6.3,30000000.0,162275213.0
Darkest Hour,96,"Horror,Mystery",4.2,30000000.0,150807630.0
Wallace &amp; Gromit: The Curse of the Were-Rabbit,,,,30000000.0,197593152.0
"P.S., I Love You",,,,30000000.0,155769678.0
Life of the Party,\N,"Comedy,Drama,Sport",5.3,30000000.0,65859911.0
Letters to Juliet,105,"Adventure,Comedy,Drama",6.5,30000000.0,82148538.0
Blow,124,"Biography,Crime,Drama",7.5,30000000.0,83282296.0
Message in a Bottle,126,"Drama,Romance",6.2,30000000.0,52880016.0
Southpaw,77,"Documentary,Sport",6.7,30000000.0,94156456.0
Star Trek V: The Final Frontier,107,"Action,Adventure,Fantasy",5.5,30000000.0,70200000.0
Atomic Blonde,115,"Action,Thriller",6.7,30000000.0,98345423.0
Like Mike,99,"Comedy,Family,Fantasy",5.4,30000000.0,62432423.0
Naked Gun 33 1/3: The Final Insult,83,"Comedy,Crime",6.5,30000000.0,51041856.0
Atonement,\N,"Drama,Romance",8.4,30000000.0,129779728.0
A View to a Kill,131,"Action,Adventure,Thriller",6.3,30000000.0,152627960.0
Sommersby,114,"Drama,Mystery,Romance",6.3,30000000.0,140081992.0
Racing Stripes,102,"Adventure,Comedy,Drama",5.2,30000000.0,89809433.0
Sicario,107,Drama,6.2,30000000.0,84264182.0
Black Rain,125,"Action,Crime,Drama",6.6,30000000.0,133892212.0
Full Metal Jacket,116,"Drama,War",8.2,30000000.0,48845082.0
Den of Thieves,140,"Action,Crime,Drama",7.0,30000000.0,80147166.0
The Three Stooges,92,"Comedy,Family",5.1,30000000.0,54052249.0
Pokemon 2000,,,,30000000.0,133946923.0
John Wick,101,"Action,Crime,Thriller",7.4,30000000.0,87790603.0
Glory Road,118,"Biography,Drama,Sport",7.2,30000000.0,42799060.0
The Age of Adaline,112,"Drama,Fantasy,Romance",7.2,30000000.0,68984536.0
Step Up 3D,107,"Drama,Music,Romance",6.2,30000000.0,165889117.0
Drag Me To Hell,,,,30000000.0,91388487.0
The Cabin in the Woods,95,"Horror,Mystery,Thriller",7.0,30000000.0,70683134.0
Secondhand Lions,109,"Comedy,Drama,Family",7.5,30000000.0,47902566.0
The Menu,90,"Crime,Drama",6.2,30000000.0,75820378.0
Stranger Than Fiction,60,"Action,Drama",6.3,30000000.0,53572822.0
Hanna,111,"Action,Adventure,Drama",6.7,30000000.0,65343694.0
Blue Crush,104,"Drama,Romance,Sport",5.7,30000000.0,51618420.0
30 Days of Night,113,"Action,Horror,Thriller",6.6,30000000.0,80276156.0
Little Shop of Horrors,94,"Comedy,Horror,Musical",7.1,30000000.0,38747385.0
Gridiron Gang,125,"Biography,Crime,Drama",7.1,30000000.0,41457834.0
Midnight Run,126,"Action,Comedy,Crime",7.5,30000000.0,81613606.0
Meet the Spartans,87,"Comedy,Fantasy",2.8,30000000.0,84646831.0
The Running Man,103,"Crime,Drama,Thriller",6.5,30000000.0,38122000.0
The Family,103,Drama,6.1,30000000.0,80588942.0
The 15:17 to Paris,94,"Biography,Drama,Thriller",5.3,30000000.0,56096200.0
Mortal Kombat: Annihilation,95,"Action,Adventure,Fantasy",3.6,30000000.0,51327406.0
Larry Crowne,98,"Comedy,Drama,Romance",6.1,30000000.0,61449135.0
Carrie,118,"Drama,Romance",7.3,30000000.0,82409520.0
Last Christmas,\N,Comedy,5.0,30000000.0,123429381.0
Take the Lead,118,"Drama,Music",6.6,30000000.0,65390493.0
Death Wish,93,"Action,Crime,Drama",6.9,30000000.0,48575965.0
Love and Other Drugs,,,,30000000.0,102716321.0
Entourage,95,Drama,6.8,30000000.0,46438538.0
What's the Worst That Could Happen?,94,"Comedy,Crime",5.4,30000000.0,38462071.0
Side Effects,90,"Comedy,Drama,Romance",4.9,30000000.0,66742138.0
9,91,"Crime,Drama,Mystery",7.6,30000000.0,48559999.0
Deliver Us from Evil,96,"Drama,History",6.4,30000000.0,87956618.0
Get on Up,139,"Biography,Drama,Music",6.9,30000000.0,33339868.0
Molly’s Game,,,,30000000.0,53296424.0
The Five-Year Engagement,124,"Comedy,Drama,Romance",6.2,30000000.0,61623819.0
The Prince &amp; Me,,,,30000000.0,30089110.0
Winnie the Pooh,63,"Adventure,Animation,Comedy",7.1,30000000.0,50145607.0
Bulworth,108,"Comedy,Drama,Romance",6.8,30000000.0,29203383.0
Dumb and Dumberer: When Harry Met Lloyd,85,Comedy,3.4,30000000.0,28986358.0
White Boy Rick,111,"Crime,Drama",6.5,30000000.0,25947983.0
Virtuosity,106,"Action,Crime,Sci-Fi",5.5,30000000.0,23998226.0
One True Thing,127,Drama,6.9,30000000.0,26708196.0
Sanctum,108,"Action,Adventure,Drama",5.9,30000000.0,108957098.0
My Super Ex-Girlfriend,96,"Comedy,Romance,Sci-Fi",5.2,30000000.0,60772856.0
Ballerina,95,"Drama,Music",6.5,30000000.0,96589789.0
Mr. 3000,104,"Comedy,Drama,Romance",5.6,30000000.0,21827296.0
The Next Three Days,133,"Action,Crime,Drama",7.3,30000000.0,67255916.0
Proud Mary,89,"Action,Crime,Drama",5.0,30000000.0,21709539.0
Sleepless,117,"Horror,Mystery,Thriller",6.2,30000000.0,33296659.0
Little Black Book,107,"Comedy,Drama,Romance",5.3,30000000.0,21758371.0
"Are You There God? It’s Me, Margaret",,,,30000000.0,21581824.0
The Unbearable Weight of Massive Talent,107,"Action,Comedy,Crime",7.0,30000000.0,29116320.0
Assault On Precinct 13,,,,30000000.0,36040895.0
Nine Lives,96,"Action,Adventure,Biography",7.2,30000000.0,57814445.0
Runner Runner,88,"Crime,Mystery,Thriller",5.6,30000000.0,60512680.0
The Watchers,52,Documentary,7.1,30000000.0,32948900.0
The Replacement Killers,87,"Action,Crime,Thriller",6.1,30000000.0,19035741.0
Baahubali 2: The Conclusion,167,"Action,Drama",8.2,30000000.0,263502914.0
Ultraviolet,80,"Action,Thriller",5.0,30000000.0,30962112.0
North Country,126,Drama,7.3,30000000.0,23676771.0
Fright Night,106,Horror,7.1,30000000.0,40520649.0
mother!,,,,30000000.0,44516999.0
Steve Jobs,122,"Biography,Drama",7.2,30000000.0,35579007.0
Spirit Untamed,88,"Adventure,Animation,Comedy",5.5,30000000.0,42235744.0
Eight Legged Freaks,99,"Action,Adventure,Comedy",5.5,30000000.0,36722311.0
Fled,98,"Action,Adventure,Crime",5.4,30000000.0,19892205.0
Splice,104,"Horror,Sci-Fi",5.8,30000000.0,28542494.0
88 Minutes,108,"Crime,Drama,Mystery",5.9,30000000.0,32955399.0
The Whole Ten Yards,98,"Comedy,Crime,Thriller",5.5,30000000.0,26323969.0
Howard the Duck,110,"Action,Adventure,Comedy",4.7,30000000.0,16295774.0
Pride and Glory,130,"Crime,Drama,Thriller",6.6,30000000.0,32262866.0
The Little Things,90,Drama,8.4,30000000.0,29735222.0
The Cave,90,"Crime,Mystery,Romance",6.7,30000000.0,27147991.0
Godsend,102,"Action,Drama,Fantasy",4.8,30000000.0,16873925.0
Alex &amp; Emma,,,,30000000.0,15358583.0
Honest Thief,99,"Action,Thriller",6.0,30000000.0,32609631.0
